779746.684211	-0.080440	0.003681	0.019475	0.999969	0.000172	-0.005279	0.005846
779796.684211	-0.150206	0.008184	0.022025	0.999883	-0.002461	-0.008466	0.012494
779847.684211	-0.237356	0.018065	0.037662	0.999760	-0.009115	-0.010406	0.017010
779897.684211	-0.320775	0.026997	0.056112	0.999549	-0.021751	-0.010749	0.017695
779947.684211	-0.408026	0.040015	0.067367	0.999316	-0.032342	-0.008555	0.015766
779998.684211	-0.465246	0.052356	0.083181	0.999346	-0.031218	-0.008790	0.015980
780048.684211	-0.523720	0.049475	0.115145	0.999370	-0.027160	-0.007179	0.021704
780099.684211	-0.588026	0.039639	0.154897	0.999479	-0.017108	0.000856	0.027370
780149.684211	-0.633903	0.038415	0.184720	0.999470	-0.007197	0.008453	0.030616
780200.684211	-0.693062	0.038671	0.212865	0.999344	0.000328	0.011462	0.034354
780250.684211	-0.754348	0.033213	0.220546	0.999244	0.006301	0.011150	0.036711
780301.684211	-0.823607	0.031391	0.220244	0.999218	0.011007	0.008400	0.037024
780351.684211	-0.903497	0.026382	0.228402	0.999289	0.013145	0.004581	0.035039
780401.684211	-0.980140	0.013494	0.239115	0.999346	0.014774	0.001926	0.032950
780452.684211	-1.063854	0.003732	0.241749	0.999364	0.017305	0.000738	0.031161
780502.684211	-1.130274	-0.003833	0.292672	0.999367	0.019120	-0.001041	0.029998
780553.684211	-1.198669	-0.004402	0.311729	0.999402	0.021820	-0.001002	0.026787
780603.684211	-1.272736	-0.010387	0.349644	0.999557	0.021879	-0.005244	0.019498
780653.684211	-1.332732	-0.002860	0.393351	0.999822	0.014462	-0.009891	0.006964
780704.684211	-1.398488	0.001648	0.409973	0.999888	0.009765	-0.009934	-0.005550
780754.684211	-1.454855	0.000048	0.424950	0.999789	0.006211	-0.012258	-0.015246
780805.684211	-1.510105	-0.000139	0.429350	0.999618	0.005330	-0.017509	-0.020706
780855.684211	-1.575440	0.000863	0.438457	0.999413	0.001975	-0.026066	-0.022164
780906.684211	-1.662194	-0.002476	0.447788	0.999255	-0.002596	-0.032384	-0.020809
780956.684211	-1.739822	0.005302	0.468137	0.999149	-0.010567	-0.034699	-0.019625
781007.684211	-1.817775	0.019126	0.498692	0.999030	-0.021120	-0.033865	-0.018632
781057.684211	-1.894428	0.034140	0.533027	0.999082	-0.026548	-0.028152	-0.018395
781107.684211	-1.937063	0.036745	0.560157	0.999151	-0.027529	-0.025885	-0.016426
781158.684211	-2.017979	0.034658	0.593922	0.999588	-0.019155	-0.018217	-0.011181
781208.684211	-2.069154	0.037291	0.648876	0.999857	-0.013066	-0.009238	-0.005499
781259.684211	-2.133206	0.035362	0.668185	0.999979	-0.006278	0.001628	-0.000133
781309.684211	-2.188272	0.028226	0.678194	0.999948	-0.003600	0.006943	0.006489
781360.684211	-2.257183	0.033111	0.680314	0.999917	0.000995	0.007595	0.010375
781410.684211	-2.329879	0.024683	0.692523	0.999916	0.001418	0.003610	0.012332
781460.684211	-2.415889	0.024804	0.694418	0.999919	0.004514	0.003136	0.011437
781511.684211	-2.493897	0.019322	0.698246	0.999924	0.005893	0.004221	0.010017
781561.684211	-2.572295	0.010293	0.722788	0.999933	0.004986	0.004197	0.009551
781612.684211	-2.631385	0.008756	0.771227	0.999928	0.004813	0.005554	0.009474
781662.684211	-2.698398	0.010576	0.785931	0.999919	0.007173	0.007134	0.007706
781713.684211	-2.764055	0.019760	0.823576	0.999950	0.006188	0.007654	0.001669
781763.684211	-2.814471	0.018382	0.867266	0.999946	-0.000384	0.007986	-0.006638
781813.684211	-2.876908	0.021377	0.893531	0.999840	-0.005677	0.011498	-0.012440
781864.684211	-2.949112	0.014769	0.907595	0.999757	-0.008745	0.014462	-0.014133
781914.684211	-3.035142	0.010871	0.908176	0.999783	-0.009128	0.014401	-0.011934
781965.684211	-3.111283	0.013287	0.915668	0.999870	-0.010044	0.010743	-0.006633
782015.684211	-3.174524	0.021617	0.926536	0.999894	-0.012730	0.006983	-0.001009
782066.684211	-3.252522	0.029377	0.937653	0.999824	-0.017573	0.005785	0.003259
782116.684211	-3.321135	0.044001	0.953704	0.999678	-0.024289	0.005323	0.005083
782166.684211	-3.410722	0.046766	0.995563	0.999511	-0.029862	0.006547	0.006511
782217.684211	-3.488619	0.043568	1.027721	0.999553	-0.026899	0.006536	0.011270
782267.684211	-3.541986	0.045424	1.084355	0.999587	-0.016375	0.008929	0.021860
782318.684211	-3.610089	0.039245	1.117841	0.999336	-0.006380	0.015921	0.032133
782368.684211	-3.659370	0.036456	1.130733	0.998972	0.000209	0.018708	0.041302
782419.684211	-3.715653	0.035811	1.139190	0.998645	0.005293	0.018383	0.048403
782469.684211	-3.783956	0.033492	1.143900	0.998445	0.007390	0.015614	0.053004
782519.684211	-3.838530	0.025940	1.159440	0.998365	0.008047	0.010386	0.055625
782570.684211	-3.925758	0.016642	1.167418	0.998276	0.013380	0.009648	0.056334
782620.684211	-4.002023	0.004224	1.184156	0.998079	0.017997	0.008989	0.058602
782671.684211	-4.061324	-0.007246	1.193361	0.997881	0.023523	0.009790	0.059863
782721.684211	-4.114831	-0.016310	1.226421	0.997943	0.026487	0.016018	0.056140
782772.684211	-4.168857	-0.015411	1.244216	0.998255	0.028175	0.019224	0.048210
782822.684211	-4.220689	-0.012073	1.255542	0.998830	0.024016	0.017561	0.038113
782872.684211	-4.276625	-0.011548	1.296188	0.999393	0.014387	0.012269	0.029259
782923.684211	-4.352154	-0.008943	1.317966	0.999639	0.010076	0.012464	0.021585
782973.684211	-4.420282	-0.012025	1.353815	0.999771	0.007639	0.010337	0.017084
783024.684211	-4.503698	-0.000205	1.367188	0.999819	0.006847	0.007859	0.015921
783074.684211	-4.583850	0.006715	1.367334	0.999818	0.006836	0.004735	0.017153
783125.684211	-4.657697	0.006562	1.385413	0.999842	0.002557	-0.001732	0.017497
783175.684211	-4.723682	0.014898	1.379562	0.999907	-0.002965	-0.004189	0.012643
783225.684211	-4.792532	0.032412	1.391636	0.999836	-0.014855	-0.007872	0.006788
783276.684211	-4.868871	0.043468	1.423543	0.999719	-0.023032	-0.005637	-0.000775
783326.684211	-4.940737	0.059076	1.466149	0.999674	-0.024155	-0.007116	-0.004293
783377.684211	-5.004357	0.061729	1.493850	0.999793	-0.018022	-0.008393	-0.004329
783427.684211	-5.050648	0.061512	1.518813	0.999907	-0.012390	-0.002423	-0.005127
783478.684211	-5.115887	0.063989	1.551469	0.999921	-0.008991	0.004156	-0.007720
783528.684211	-5.167125	0.070382	1.583068	0.999879	-0.008660	0.006492	-0.011136
783578.684211	-5.239197	0.078693	1.607736	0.999776	-0.010460	0.005983	-0.017400
783629.684211	-5.307035	0.082433	1.607742	0.999634	-0.011783	0.004776	-0.023870
783679.684211	-5.381075	0.085401	1.605357	0.999519	-0.011521	0.004276	-0.028463
783730.684211	-5.451526	0.091387	1.618358	0.999484	-0.010306	0.004576	-0.030081
783780.684211	-5.517969	0.096187	1.626318	0.999380	-0.010254	0.006293	-0.033102
783831.684211	-5.593335	0.090542	1.642753	0.999039	-0.009307	0.012846	-0.040860
783881.684211	-5.661173	0.094982	1.699959	0.998521	-0.012363	0.014089	-0.051028
783931.684211	-5.717965	0.105089	1.727808	0.997666	-0.015432	0.010559	-0.065665
783982.684211	-5.770506	0.116514	1.759141	0.996438	-0.023888	0.006837	-0.080581
784032.684211	-5.818337	0.128728	1.788498	0.995107	-0.030193	0.004589	-0.093960
784083.684211	-5.870199	0.137210	1.806017	0.994155	-0.031136	0.002914	-0.103329
784133.684211	-5.929383	0.163924	1.823952	0.993698	-0.033369	-0.003270	-0.106954
784184.684211	-5.996336	0.177702	1.836922	0.993760	-0.035785	-0.012288	-0.104926
784234.684211	-6.067156	0.205876	1.835989	0.994084	-0.036885	-0.017949	-0.100567
784284.684211	-6.147308	0.229887	1.839756	0.993924	-0.043459	-0.022005	-0.098705
784335.684211	-6.217872	0.255475	1.838528	0.993621	-0.051637	-0.022850	-0.097619
784385.684211	-6.291730	0.286409	1.848685	0.993586	-0.057388	-0.018042	-0.095747
784436.684211	-6.349794	0.313530	1.894930	0.994055	-0.058842	-0.017051	-0.090013
784486.684211	-6.410843	0.331574	1.910558	0.995026	-0.053141	-0.019351	-0.082006
784537.684211	-6.469565	0.348016	1.920674	0.996142	-0.040272	-0.011662	-0.077090
784587.684211	-6.522383	0.360694	1.958306	0.996939	-0.031984	-0.003503	-0.071261
784637.684211	-6.582158	0.369602	1.993661	0.997381	-0.027242	0.002221	-0.066960
784688.684211	-6.641577	0.382891	2.021607	0.997580	-0.023604	0.003261	-0.065324
784738.684211	-6.713971	0.390178	2.037288	0.997660	-0.020604	0.001309	-0.065182
784789.684211	-6.783575	0.401614	2.039077	0.997618	-0.018152	-0.000427	-0.066553
784839.684211	-6.855654	0.415998	2.039584	0.997578	-0.017302	-0.000912	-0.067365
784890.684211	-6.935636	0.433798	2.056745	0.997476	-0.015599	-0.003623	-0.069181
784940.684211	-7.007500	0.441907	2.061874	0.997209	-0.014128	-0.004189	-0.073192
784990.684211	-7.072851	0.454008	2.099385	0.996600	-0.011970	-0.000828	-0.081508
785041.684211	-7.133445	0.471861	2.142648	0.995376	-0.013937	-0.003084	-0.094986
785091.684211	-7.189963	0.494577	2.160462	0.993821	-0.020157	-0.002753	-0.109118
785142.684211	-7.239389	0.515805	2.189403	0.992155	-0.029163	-0.005488	-0.121444
785192.684211	-7.287005	0.528921	2.216559	0.990912	-0.034113	-0.008700	-0.129822
785243.684211	-7.339096	0.556432	2.225144	0.990157	-0.035590	-0.011271	-0.134892
785293.684211	-7.398053	0.588878	2.241999	0.989798	-0.038400	-0.017372	-0.136099
785343.684211	-7.467390	0.611433	2.241936	0.989855	-0.042745	-0.022422	-0.133628
785394.684211	-7.540708	0.637583	2.246474	0.989540	-0.052294	-0.024820	-0.132136
785444.684211	-7.616887	0.664090	2.245919	0.989000	-0.063090	-0.020827	-0.132154
785495.684211	-7.682429	0.697225	2.259573	0.988574	-0.070636	-0.015540	-0.132254
785545.684211	-7.734531	0.741677	2.285602	0.989191	-0.066821	-0.014793	-0.129684
785596.684211	-7.795163	0.756908	2.311161	0.990567	-0.064015	-0.015370	-0.120179
785646.684211	-7.852984	0.768621	2.337755	0.992170	-0.055593	-0.009458	-0.111439
785696.684211	-7.910771	0.779957	2.371394	0.993427	-0.047944	-0.003963	-0.103867
785747.684211	-7.967507	0.797350	2.390742	0.994551	-0.040544	-0.000169	-0.096040
785797.684211	-8.025679	0.808717	2.414328	0.995256	-0.036153	-0.001278	-0.090315
785848.684211	-8.083943	0.833734	2.424574	0.995615	-0.034335	-0.003540	-0.086941
785898.684211	-8.162209	0.841092	2.419935	0.995814	-0.032764	-0.003694	-0.085245
785949.684211	-8.234438	0.849808	2.431444	0.995909	-0.030211	-0.004961	-0.085015
785999.684211	-8.305691	0.865219	2.442464	0.995860	-0.031005	-0.004417	-0.085335
786050.684211	-8.380061	0.873364	2.476623	0.995418	-0.032291	-0.000145	-0.089999
786100.684211	-8.441861	0.879572	2.484021	0.994877	-0.028080	0.005611	-0.096952
786150.684211	-8.503155	0.894801	2.517423	0.994179	-0.027069	0.002059	-0.104264
786201.684211	-8.558086	0.908268	2.557907	0.992706	-0.034678	-0.000601	-0.115463
786251.684211	-8.594861	0.943222	2.584368	0.991198	-0.039383	-0.000875	-0.126395
786302.684211	-8.648412	0.961698	2.597526	0.990021	-0.041075	-0.000156	-0.134798
786352.684211	-8.704576	0.977805	2.594729	0.989545	-0.041882	-0.000994	-0.138004
786403.684211	-8.768082	0.994321	2.597762	0.989834	-0.044593	-0.004903	-0.134967
786453.684211	-8.834670	1.020068	2.607019	0.990356	-0.047729	-0.009018	-0.129754
786503.684211	-8.904854	1.051636	2.619802	0.990626	-0.053329	-0.010191	-0.125352
786554.684211	-8.990135	1.083155	2.617290	0.990169	-0.062452	-0.006189	-0.125010
